Id,Name,Type,TcgDate,OcgDate,Artwork
5498296,"Scarr, Scout of Dark World",Effect Monster,11/05/2005,08/11/2005,https://images.ygoprodeck.com/images/cards_cropped/5498296.jpg
5506791,Majespecter Cat - Nekomata,Pendulum Effect Monster,11/05/2015,07/18/2015,https://images.ygoprodeck.com/images/cards_cropped/5506791.jpg
5519829,Counselor Lily,Tuner Monster,08/09/2008,09/19/2009,https://images.ygoprodeck.com/images/cards_cropped/5519829.jpg
5524387,Marincess Marbled Rock,Link Monster,07/25/2019,04/13/2019,https://images.ygoprodeck.com/images/cards_cropped/5524387.jpg
5530780,Exosister Gibrine,XYZ Monster,01/27/2022,08/28/2021,https://images.ygoprodeck.com/images/cards_cropped/5530780.jpg
5554990,Wattberyx,Tuner Monster,02/08/2011,11/13/2010,https://images.ygoprodeck.com/images/cards_cropped/5554990.jpg
5556499,Machina Fortress,Effect Monster,02/19/2010,12/12/2009,https://images.ygoprodeck.com/images/cards_cropped/5556499.jpg
5556668,Exchange,Spell Card,10/15/2002,07/05/2001,https://images.ygoprodeck.com/images/cards_cropped/5556668.jpg
5560911,Destrudo the Lost Dragon's Frisson,Tuner Monster,10/19/2017,07/08/2017,https://images.ygoprodeck.com/images/cards_cropped/5560911.jpg
5562461,Dark Illusion,Trap Card,01/26/2008,11/23/2007,https://images.ygoprodeck.com/images/cards_cropped/5562461.jpg
5577149,Battleguard Cadet,Effect Monster,05/19/2022,01/15/2022,https://images.ygoprodeck.com/images/cards_cropped/5577149.jpg
5577649,Scrap Crash,Trap Card,11/06/2010,07/17/2010,https://images.ygoprodeck.com/images/cards_cropped/5577649.jpg
5592689,Samsara Lotus,Effect Monster,01/26/2008,11/23/2007,https://images.ygoprodeck.com/images/cards_cropped/5592689.jpg
5600127,Humanoid Worm Drake,Fusion Monster,03/01/2003,04/19/2001,https://images.ygoprodeck.com/images/cards_cropped/5600127.jpg
5605529,Vaalmonica Scelta,Spell Card,11/16/2023,08/26/2023,https://images.ygoprodeck.com/images/cards_cropped/5605529.jpg
5606466,D.D. Trap Hole,Trap Card,08/06/2005,05/26/2005,https://images.ygoprodeck.com/images/cards_cropped/5606466.jpg
5609226,Tuner's Barrier,Trap Card,01/15/2010,10/17/2009,https://images.ygoprodeck.com/images/cards_cropped/5609226.jpg
5611760,Rainbow Bridge of Salvation,Trap Card,09/14/2022,01/15/2022,https://images.ygoprodeck.com/images/cards_cropped/5611760.jpg
5614808,White Aura Whale,Synchro Monster,07/06/2017,05/13/2017,https://images.ygoprodeck.com/images/cards_cropped/5614808.jpg
5616412,Destruction Punch,Trap Card,03/01/2003,07/21/2001,https://images.ygoprodeck.com/images/cards_cropped/5616412.jpg
5628232,Flying Penguin,Normal Monster,12/20/2002,06/01/1999,https://images.ygoprodeck.com/images/cards_cropped/5628232.jpg
5640330,Hannibal Necromancer,Effect Monster,03/12/2008,04/17/2003,https://images.ygoprodeck.com/images/cards_cropped/5640330.jpg
5641251,F.A. Dead Heat,Trap Card,05/03/2018,09/08/2018,https://images.ygoprodeck.com/images/cards_cropped/5641251.jpg
5645210,Splendid Venus,Effect Monster,08/09/2008,05/21/2007,https://images.ygoprodeck.com/images/cards_cropped/5645210.jpg
5650082,Storming Mirror Force,Trap Card,08/06/2015,04/25/2015,https://images.ygoprodeck.com/images/cards_cropped/5650082.jpg
5672432,Performapal Revival,Trap Card,11/06/2014,07/19/2014,https://images.ygoprodeck.com/images/cards_cropped/5672432.jpg
5697558,The Hidden City,Spell Card,08/04/2016,09/09/2017,https://images.ygoprodeck.com/images/cards_cropped/5697558.jpg
5703682,Thousand Energy,Spell Card,06/01/2004,02/26/2004,https://images.ygoprodeck.com/images/cards_cropped/5703682.jpg
5728014,A Rival Appears!,Trap Card,08/06/2005,05/26/2005,https://images.ygoprodeck.com/images/cards_cropped/5728014.jpg
5758500,Soul Release,Spell Card,06/26/2002,09/23/1999,https://images.ygoprodeck.com/images/cards_cropped/5758500.jpg
5763020,Weeping Idol,Effect Monster,02/12/2010,11/14/2009,https://images.ygoprodeck.com/images/cards_cropped/5763020.jpg
5772618,Hi-Speedroid Kitedrake,Synchro Monster,07/11/2019,01/21/2019,https://images.ygoprodeck.com/images/cards_cropped/5772618.jpg
5779502,Underdog,Trap Card,02/04/2021,09/25/2021,https://images.ygoprodeck.com/images/cards_cropped/5779502.jpg
5780210,Creation Resonator,Tuner Monster,11/06/2010,07/17/2010,https://images.ygoprodeck.com/images/cards_cropped/5780210.jpg
5786513,Turn Silence,Spell Card,04/25/2024,01/27/2024,https://images.ygoprodeck.com/images/cards_cropped/5786513.jpg
5795882,Vampire's Domain,Spell Card,05/24/2018,02/24/2018,https://images.ygoprodeck.com/images/cards_cropped/5795882.jpg
5795980,Strike of the Monarchs,Spell Card,11/06/2014,07/19/2014,https://images.ygoprodeck.com/images/cards_cropped/5795980.jpg
5817857,Koa'ki Meiru Ghoulungulate,Effect Monster,09/01/2009,09/18/2010,https://images.ygoprodeck.com/images/cards_cropped/5817857.jpg
5818294,Bujingi Turtle,Effect Monster,08/08/2013,04/20/2013,https://images.ygoprodeck.com/images/cards_cropped/5818294.jpg
5818798,Gazelle the King of Mythical Beasts,Normal Monster,06/26/2002,04/01/2000,https://images.ygoprodeck.com/images/cards_cropped/5818798.jpg
5821478,Topologic Bomber Dragon,Link Monster,08/03/2017,04/15/2017,https://images.ygoprodeck.com/images/cards_cropped/5821478.jpg
5829717,Dark Magician the Knight of Dragon Magic,Fusion Monster,06/22/2023,12/24/2022,https://images.ygoprodeck.com/images/cards_cropped/5829717.jpg
5832914,Toon Briefcase,Trap Card,07/16/2015,05/16/2015,https://images.ygoprodeck.com/images/cards_cropped/5832914.jpg
5833312,Duel Academy,Spell Card,03/09/2023,02/19/2022,https://images.ygoprodeck.com/images/cards_cropped/5833312.jpg
5846183,Appliancer Breakerbuncle,Effect Monster,07/23/2020,06/20/2020,https://images.ygoprodeck.com/images/cards_cropped/5846183.jpg
5851097,Vanity's Emptiness,Trap Card,11/06/2010,07/17/2010,https://images.ygoprodeck.com/images/cards_cropped/5851097.jpg
5852388,Xeno Meteorus,Tuner Monster,06/01/2023,03/18/2023,https://images.ygoprodeck.com/images/cards_cropped/5852388.jpg
5861892,Arcana Force EX - The Light Ruler,Effect Monster,11/05/2008,08/21/2007,https://images.ygoprodeck.com/images/cards_cropped/5861892.jpg
5901497,Queen's Double,Effect Monster,06/26/2002,09/23/1999,https://images.ygoprodeck.com/images/cards_cropped/5901497.jpg
5908650,Shopina the Melodious Maestra,Effect Monster,11/06/2014,07/19/2014,https://images.ygoprodeck.com/images/cards_cropped/5908650.jpg
5914184,Double Payback,Trap Card,04/28/2012,02/18/2012,https://images.ygoprodeck.com/images/cards_cropped/5914184.jpg
5915629,The Gift of Greed,Trap Card,08/15/2007,05/12/2007,https://images.ygoprodeck.com/images/cards_cropped/5915629.jpg
5916510,Starring Knight,XYZ Monster,10/19/2023,11/04/2021,https://images.ygoprodeck.com/images/cards_cropped/5916510.jpg
5929801,Raidraptor - Fuzzy Lanius,Effect Monster,08/06/2015,04/25/2015,https://images.ygoprodeck.com/images/cards_cropped/5929801.jpg
5941982,Scareclaw Alternative,Trap Card,05/19/2022,01/15/2022,https://images.ygoprodeck.com/images/cards_cropped/5941982.jpg
5969957,Rokket Recharger,Effect Monster,08/15/2019,06/22/2019,https://images.ygoprodeck.com/images/cards_cropped/5969957.jpg
5972394,Mimiclay,Spell Card,11/06/2014,07/19/2014,https://images.ygoprodeck.com/images/cards_cropped/5972394.jpg
5973663,The World Tree,Spell Card,11/01/2008,07/19/2008,https://images.ygoprodeck.com/images/cards_cropped/5973663.jpg
5975022,Gladiator Beast Murmillo,Effect Monster,11/14/2007,07/21/2007,https://images.ygoprodeck.com/images/cards_cropped/5975022.jpg
5990062,Reversal Quiz,Spell Card,07/18/2003,05/16/2002,https://images.ygoprodeck.com/images/cards_cropped/5990062.jpg
5993144,Swallow's Cowrie,Spell Card,02/08/2024,01/01/1990,https://images.ygoprodeck.com/images/cards_cropped/5993144.jpg
5998840,XX-Saber Boggart Knight,Effect Monster,05/01/2010,09/17/2011,https://images.ygoprodeck.com/images/cards_cropped/5998840.jpg
6004133,Abyss Actors' Dress Rehearsal,Spell Card,02/09/2023,10/15/2022,https://images.ygoprodeck.com/images/cards_cropped/6004133.jpg
6007213,"Uria, Lord of Searing Flames",Effect Monster,02/18/2006,11/17/2005,https://images.ygoprodeck.com/images/cards_cropped/6007213.jpg
6021033,Doomkaiser Dragon,Synchro Monster,11/01/2008,07/19/2008,https://images.ygoprodeck.com/images/cards_cropped/6021033.jpg
6022371,Water Dragon Cluster,Effect Monster,09/07/2017,06/03/2017,https://images.ygoprodeck.com/images/cards_cropped/6022371.jpg
6039967,Vampire Fraulein,Effect Monster,05/24/2018,02/24/2018,https://images.ygoprodeck.com/images/cards_cropped/6039967.jpg
6061630,Magical Exemplar,Effect Monster,05/03/2008,09/19/2009,https://images.ygoprodeck.com/images/cards_cropped/6061630.jpg
6075533,Terror of Trishula,Trap Card,02/18/2021,11/21/2020,https://images.ygoprodeck.com/images/cards_cropped/6075533.jpg
6075801,Paladin of Felgrand,Effect Monster,07/07/2016,02/06/2016,https://images.ygoprodeck.com/images/cards_cropped/6075801.jpg
6077601,Frightfur Fusion,Spell Card,05/14/2015,02/14/2015,https://images.ygoprodeck.com/images/cards_cropped/6077601.jpg
6103294,Emissary of the Oasis,Effect Monster,06/01/2004,02/26/2004,https://images.ygoprodeck.com/images/cards_cropped/6103294.jpg
6104968,Bubonic Vermin,Flip Effect Monster,10/20/2002,12/14/2000,https://images.ygoprodeck.com/images/cards_cropped/6104968.jpg
6112401,At One With the Sword,Trap Card,09/01/2009,04/18/2009,https://images.ygoprodeck.com/images/cards_cropped/6112401.jpg
6116731,Swarm of Centipedes,Effect Monster,02/08/2024,01/01/1990,https://images.ygoprodeck.com/images/cards_cropped/6116731.jpg
6128460,Wightbaking,Effect Monster,02/04/2021,10/31/2020,https://images.ygoprodeck.com/images/cards_cropped/6128460.jpg
6133894,Mazera DeVille,Effect Monster,06/01/2004,11/20/2003,https://images.ygoprodeck.com/images/cards_cropped/6133894.jpg
6137095,Malfunction,Trap Card,02/18/2006,11/17/2005,https://images.ygoprodeck.com/images/cards_cropped/6137095.jpg
6142213,Turbo Rocket,Tuner Monster,09/01/2009,04/18/2009,https://images.ygoprodeck.com/images/cards_cropped/6142213.jpg
6142488,Fluffal Mouse,Effect Monster,08/06/2015,04/25/2015,https://images.ygoprodeck.com/images/cards_cropped/6142488.jpg
6148016,Geargiagear,Trap Card,05/17/2013,02/16/2013,https://images.ygoprodeck.com/images/cards_cropped/6148016.jpg
6150044,Arcana Knight Joker,Fusion Monster,09/01/2009,05/21/2005,https://images.ygoprodeck.com/images/cards_cropped/6150044.jpg
6150044,Arcana Knight Joker,Fusion Monster,09/01/2009,05/21/2005,https://images.ygoprodeck.com/images/cards_cropped/6150044.jpg
6165656,Number C88: Gimmick Puppet Disaster Leo,XYZ Monster,03/28/2014,03/21/2014,https://images.ygoprodeck.com/images/cards_cropped/6165656.jpg
6172122,Red-Eyes Fusion,Spell Card,08/06/2015,04/25/2015,https://images.ygoprodeck.com/images/cards_cropped/6172122.jpg
6178850,Fighting Spirit,Spell Card,08/09/2008,04/19/2008,https://images.ygoprodeck.com/images/cards_cropped/6178850.jpg
6180710,Dream Shark,Effect Monster,11/17/2022,06/11/2022,https://images.ygoprodeck.com/images/cards_cropped/6180710.jpg
6182103,Myutant Ultimus,Fusion Monster,11/05/2020,09/25/2021,https://images.ygoprodeck.com/images/cards_cropped/6182103.jpg
6186304,D - Force,Spell Card,12/02/2021,06/12/2021,https://images.ygoprodeck.com/images/cards_cropped/6186304.jpg
6203182,Two Toads with One Sting,Spell Card,08/12/2021,05/11/2019,https://images.ygoprodeck.com/images/cards_cropped/6203182.jpg
6205579,Fusion Parasite,Effect Monster,02/09/2017,10/08/2016,https://images.ygoprodeck.com/images/cards_cropped/6205579.jpg
6214163,Double Hooking,Trap Card,05/04/2023,01/14/2023,https://images.ygoprodeck.com/images/cards_cropped/6214163.jpg
6214884,"Brron, Mad King of Dark World",Effect Monster,11/05/2005,08/11/2005,https://images.ygoprodeck.com/images/cards_cropped/6214884.jpg
6218704,Odd-Eyes Arcray Dragon,Pendulum Effect Fusion Monster,10/19/2023,07/22/2023,https://images.ygoprodeck.com/images/cards_cropped/6218704.jpg
6247535,Borreload eXcharge Dragon,XYZ Monster,07/25/2019,04/13/2019,https://images.ygoprodeck.com/images/cards_cropped/6247535.jpg
6256844,R-Genex Turbo,Effect Monster,09/25/2010,04/14/2009,https://images.ygoprodeck.com/images/cards_cropped/6256844.jpg
6260554,Do a Barrel Roll,Trap Card,05/17/2013,02/16/2013,https://images.ygoprodeck.com/images/cards_cropped/6260554.jpg
6276588,"Karakuri Ninja mdl 919 ""Kuick""",Effect Monster,02/08/2011,11/13/2010,https://images.ygoprodeck.com/images/cards_cropped/6276588.jpg
6278008,Starry Dragon's Cycle,Trap Card,10/19/2023,07/22/2023,https://images.ygoprodeck.com/images/cards_cropped/6278008.jpg
6283472,Amorphage Pride,Pendulum Effect Monster,05/05/2016,01/09/2016,https://images.ygoprodeck.com/images/cards_cropped/6283472.jpg
6284176,Kanzashi the Rikka Queen,XYZ Monster,04/03/2020,03/07/2020,https://images.ygoprodeck.com/images/cards_cropped/6284176.jpg
6285791,The Wicked Worm Beast,Effect Monster,03/29/2002,08/26/1999,https://images.ygoprodeck.com/images/cards_cropped/6285791.jpg
6297941,Burglar,Normal Monster,06/01/2005,11/18/1999,https://images.ygoprodeck.com/images/cards_cropped/6297941.jpg
6309986,Five Star Twilight,Spell Card,12/02/2021,06/12/2021,https://images.ygoprodeck.com/images/cards_cropped/6309986.jpg
6311717,Fortune Fairy Hikari,Effect Monster,07/11/2019,05/18/2019,https://images.ygoprodeck.com/images/cards_cropped/6311717.jpg
6320631,Koa'ki Meiru Boulder,Effect Monster,09/01/2009,04/18/2009,https://images.ygoprodeck.com/images/cards_cropped/6320631.jpg
6327734,Hu-Li the Jewel Mikanko,Effect Monster,05/04/2023,01/14/2023,https://images.ygoprodeck.com/images/cards_cropped/6327734.jpg
6330307,DZW - Chimera Clad,Effect Monster,08/08/2013,04/20/2013,https://images.ygoprodeck.com/images/cards_cropped/6330307.jpg
6337436,Rapid-Fire Magician,Effect Monster,11/05/2005,08/11/2005,https://images.ygoprodeck.com/images/cards_cropped/6337436.jpg
6343408,Miracle Dig,Spell Card,03/01/2003,07/21/2001,https://images.ygoprodeck.com/images/cards_cropped/6343408.jpg
6351147,Transaction Rollback,Trap Card,01/18/2024,06/10/2023,https://images.ygoprodeck.com/images/cards_cropped/6351147.jpg
6351548,Dawn Knight,Effect Monster,05/16/2014,02/15/2014,https://images.ygoprodeck.com/images/cards_cropped/6351548.jpg
6353603,Brotherhood of the Fire Fist - Bear,Effect Monster,01/25/2013,11/17/2012,https://images.ygoprodeck.com/images/cards_cropped/6353603.jpg
6357341,The Six Shinobi,Trap Card,11/16/2017,08/11/2017,https://images.ygoprodeck.com/images/cards_cropped/6357341.jpg
6368038,Gaia The Fierce Knight,Normal Monster,03/08/2002,02/04/1999,https://images.ygoprodeck.com/images/cards_cropped/6368038.jpg
6368038,Gaia The Fierce Knight,Normal Monster,03/08/2002,02/04/1999,https://images.ygoprodeck.com/images/cards_cropped/6368038.jpg
6374519,Amazement Special Show,Spell Card,06/03/2021,01/16/2021,https://images.ygoprodeck.com/images/cards_cropped/6374519.jpg
6387204,Number C6: Chronomaly Chaos Atlandis,XYZ Monster,03/28/2014,03/21/2014,https://images.ygoprodeck.com/images/cards_cropped/6387204.jpg
6390406,Emblem of Dragon Destroyer,Spell Card,10/10/2003,09/19/2002,https://images.ygoprodeck.com/images/cards_cropped/6390406.jpg
6417578,El Shaddoll Fusion,Spell Card,11/06/2014,07/19/2014,https://images.ygoprodeck.com/images/cards_cropped/6417578.jpg
6430659,Infected Mail,Spell Card,08/06/2011,04/16/2011,https://images.ygoprodeck.com/images/cards_cropped/6430659.jpg
6438003,Ancient Warriors - Deceptive Jia Wen,Effect Monster,04/30/2020,01/11/2020,https://images.ygoprodeck.com/images/cards_cropped/6438003.jpg
6442944,Kaiser Sea Snake,Effect Monster,05/04/2017,03/20/2015,https://images.ygoprodeck.com/images/cards_cropped/6442944.jpg
6459419,Amazoness Shamanism,Trap Card,08/07/2010,09/17/2011,https://images.ygoprodeck.com/images/cards_cropped/6459419.jpg
6471156,Perform Puppet,Spell Card,09/26/2019,06/08/2019,https://images.ygoprodeck.com/images/cards_cropped/6471156.jpg
6480253,Wroughtweiler,Effect Monster,08/06/2005,05/26/2005,https://images.ygoprodeck.com/images/cards_cropped/6480253.jpg
6483224,"Radius, the Half-Moon Dragon",Effect Monster,05/17/2013,02/16/2013,https://images.ygoprodeck.com/images/cards_cropped/6483224.jpg
6494106,Evil Eye Defeat,Trap Card,03/21/2019,02/23/2019,https://images.ygoprodeck.com/images/cards_cropped/6494106.jpg
6498706,Fusion Deployment,Spell Card,04/30/2020,01/11/2020,https://images.ygoprodeck.com/images/cards_cropped/6498706.jpg
6511113,Traptrix Rafflesia,XYZ Monster,01/14/2016,07/18/2015,https://images.ygoprodeck.com/images/cards_cropped/6511113.jpg
6540606,Spiritual Water Art - Aoi,Trap Card,08/06/2005,05/26/2005,https://images.ygoprodeck.com/images/cards_cropped/6540606.jpg
6544078,Izanagi,Effect Monster,08/09/2008,04/19/2008,https://images.ygoprodeck.com/images/cards_cropped/6544078.jpg
6552938,Raidraptor - Rudder Strix,Effect Monster,07/06/2017,05/13/2017,https://images.ygoprodeck.com/images/cards_cropped/6552938.jpg
6552971,A.I. Meet You,Spell Card,06/03/2021,01/16/2021,https://images.ygoprodeck.com/images/cards_cropped/6552971.jpg
6556178,Borrel Regenerator,Spell Card,07/26/2018,04/14/2018,https://images.ygoprodeck.com/images/cards_cropped/6556178.jpg
6556909,Red-Eyes Soul,Effect Monster,03/09/2023,01/15/2022,https://images.ygoprodeck.com/images/cards_cropped/6556909.jpg
6568731,Glacial Beast Iceberg Narwhal,Synchro Monster,07/23/2020,06/06/2020,https://images.ygoprodeck.com/images/cards_cropped/6568731.jpg
6579928,Secret Six Samurai - Kizaru,Effect Monster,11/16/2017,08/11/2017,https://images.ygoprodeck.com/images/cards_cropped/6579928.jpg
6588580,Thermal Genex,Synchro Monster,05/25/2010,09/22/2008,https://images.ygoprodeck.com/images/cards_cropped/6588580.jpg
6589707,Terrors in the Hidden City,Spell Card,10/20/2022,07/16/2022,https://images.ygoprodeck.com/images/cards_cropped/6589707.jpg
6595475,Onomatopaira,Spell Card,01/24/2014,11/16/2013,https://images.ygoprodeck.com/images/cards_cropped/6595475.jpg
6602300,"Blaze Fenix, the Burning Bombardment Bird",Fusion Monster,03/16/2012,03/12/2011,https://images.ygoprodeck.com/images/cards_cropped/6602300.jpg
6609736,Noh-P.U.N.K. Deer Note,Effect Monster,05/19/2022,01/15/2022,https://images.ygoprodeck.com/images/cards_cropped/6609736.jpg
6614221,Fog King,Effect Monster,05/03/2008,08/24/2007,https://images.ygoprodeck.com/images/cards_cropped/6614221.jpg
6616912,"Gabrion, the Timelord",Effect Monster,06/28/2018,05/12/2018,https://images.ygoprodeck.com/images/cards_cropped/6616912.jpg
6622715,Encode Talker,Link Monster,11/02/2017,06/17/2017,https://images.ygoprodeck.com/images/cards_cropped/6622715.jpg
6625096,Beautunaful Princess,Effect Monster,05/16/2014,02/15/2014,https://images.ygoprodeck.com/images/cards_cropped/6625096.jpg
6628343,Beginning Knight,Effect Monster,11/05/2015,07/18/2015,https://images.ygoprodeck.com/images/cards_cropped/6628343.jpg
6631034,Frostosaurus,Normal Monster,02/28/2007,11/16/2006,https://images.ygoprodeck.com/images/cards_cropped/6631034.jpg
6637331,Bystial Druiswurm,Effect Monster,10/20/2022,07/16/2022,https://images.ygoprodeck.com/images/cards_cropped/6637331.jpg
6691855,Spikeshield with Chain,Trap Card,01/25/2013,11/17/2012,https://images.ygoprodeck.com/images/cards_cropped/6691855.jpg
6713443,Ultimate Fire Formation - Seito,Trap Card,01/25/2013,11/17/2012,https://images.ygoprodeck.com/images/cards_cropped/6713443.jpg
6728559,Archnemeses Protos,Effect Monster,04/30/2020,01/11/2020,https://images.ygoprodeck.com/images/cards_cropped/6728559.jpg
6733059,Skull Lair,Trap Card,03/01/2003,07/21/2001,https://images.ygoprodeck.com/images/cards_cropped/6733059.jpg
6740720,Seiyaryu,Normal Monster,03/19/2002,07/08/1999,https://images.ygoprodeck.com/images/cards_cropped/6740720.jpg
6763530,Branded Banishment,Trap Card,05/19/2022,01/15/2022,https://images.ygoprodeck.com/images/cards_cropped/6763530.jpg
6764709,F.A. Dark Dragster,Effect Monster,05/03/2018,09/08/2018,https://images.ygoprodeck.com/images/cards_cropped/6764709.jpg
6766208,D/D/D Gust High King Alexander,Synchro Monster,08/03/2017,04/15/2017,https://images.ygoprodeck.com/images/cards_cropped/6766208.jpg
6767771,Tearlaments Scream,Spell Card,10/20/2022,07/16/2022,https://images.ygoprodeck.com/images/cards_cropped/6767771.jpg
6783559,Self-Destruct Ant,Flip Effect Monster,10/19/2017,07/08/2017,https://images.ygoprodeck.com/images/cards_cropped/6783559.jpg
6795211,Teleport,Spell Card,11/01/2008,07/19/2008,https://images.ygoprodeck.com/images/cards_cropped/6795211.jpg
6799227,Half Counter,Trap Card,11/06/2010,07/17/2010,https://images.ygoprodeck.com/images/cards_cropped/6799227.jpg
6830480,Twilight Ninja Kagen,Pendulum Effect Monster,07/06/2017,05/13/2017,https://images.ygoprodeck.com/images/cards_cropped/6830480.jpg
6836211,The Great Emperor Penguin,Effect Monster,08/06/2011,04/16/2011,https://images.ygoprodeck.com/images/cards_cropped/6836211.jpg
6840573,Barox,Fusion Monster,04/19/2013,05/27/1999,https://images.ygoprodeck.com/images/cards_cropped/6840573.jpg
6849042,Super-Ancient Dinobeast,Effect Monster,05/03/2008,09/19/2009,https://images.ygoprodeck.com/images/cards_cropped/6849042.jpg
6850209,A Deal with Dark Ruler,Spell Card,12/01/2003,11/21/2002,https://images.ygoprodeck.com/images/cards_cropped/6850209.jpg
6853254,Return of the Dragon Lords,Spell Card,07/07/2016,02/06/2016,https://images.ygoprodeck.com/images/cards_cropped/6853254.jpg
6855503,Masquerade the Blazing Dragon,Fusion Monster,11/04/2021,07/17/2021,https://images.ygoprodeck.com/images/cards_cropped/6855503.jpg
6859683,Success Probability 0%,Trap Card,02/18/2006,11/17/2005,https://images.ygoprodeck.com/images/cards_cropped/6859683.jpg
6890729,Bonding - DHO,Trap Card,09/07/2017,06/03/2017,https://images.ygoprodeck.com/images/cards_cropped/6890729.jpg
6901008,Phantom King Hydride,Tuner Monster,05/16/2014,09/21/2011,https://images.ygoprodeck.com/images/cards_cropped/6901008.jpg
6903857,Power Breaker,Effect Monster,11/06/2010,07/17/2010,https://images.ygoprodeck.com/images/cards_cropped/6903857.jpg
6908161,Ragnaraika Chain Coils,Link Monster,04/25/2024,01/27/2024,https://images.ygoprodeck.com/images/cards_cropped/6908161.jpg
6909330,Soul Binding Gate,Spell Card,12/02/2021,06/12/2021,https://images.ygoprodeck.com/images/cards_cropped/6909330.jpg
6917479,Vampire Red Baron,Effect Monster,05/24/2018,02/24/2018,https://images.ygoprodeck.com/images/cards_cropped/6917479.jpg
6924874,Harpie's Pet Baby Dragon,Effect Monster,05/17/2006,02/16/2006,https://images.ygoprodeck.com/images/cards_cropped/6924874.jpg
6930746,Schwarzschild Limit Dragon,Effect Monster,08/08/2013,04/20/2013,https://images.ygoprodeck.com/images/cards_cropped/6930746.jpg
6958551,Shadow Toon,Spell Card,07/16/2015,05/16/2015,https://images.ygoprodeck.com/images/cards_cropped/6958551.jpg
6967870,Dark Scorpion - Cliff the Trap Remover,Effect Monster,10/10/2003,09/19/2002,https://images.ygoprodeck.com/images/cards_cropped/6967870.jpg
6979239,Woodland Sprite,Effect Monster,06/06/2003,11/29/2001,https://images.ygoprodeck.com/images/cards_cropped/6979239.jpg
6983839,Tornado Dragon,XYZ Monster,05/04/2017,09/09/2017,https://images.ygoprodeck.com/images/cards_cropped/6983839.jpg
6990577,Guardragon Andrake,Effect Monster,01/31/2019,10/13/2018,https://images.ygoprodeck.com/images/cards_cropped/6990577.jpg
6992184,Pendulum Encore,Trap Card,02/04/2021,09/25/2021,https://images.ygoprodeck.com/images/cards_cropped/6992184.jpg
7019529,Insect Soldiers of the Sky,Effect Monster,06/26/2002,03/01/2000,https://images.ygoprodeck.com/images/cards_cropped/7019529.jpg
7020743,Tantrum Toddler,XYZ Monster,04/25/2024,01/27/2024,https://images.ygoprodeck.com/images/cards_cropped/7020743.jpg
7021574,Kuriboo,Effect Monster,12/02/2021,06/12/2021,https://images.ygoprodeck.com/images/cards_cropped/7021574.jpg
7025445,Power Giant,Effect Monster,11/06/2010,07/17/2010,https://images.ygoprodeck.com/images/cards_cropped/7025445.jpg
7030340,Factory of 100 Machines,Spell Card,11/01/2008,07/19/2008,https://images.ygoprodeck.com/images/cards_cropped/7030340.jpg
7044562,Card of the Soul,Spell Card,08/04/2016,04/09/2016,https://images.ygoprodeck.com/images/cards_cropped/7044562.jpg
7076131,Next to be Lost,Trap Card,02/18/2006,11/17/2005,https://images.ygoprodeck.com/images/cards_cropped/7076131.jpg
7080743,Express Train Trolley Olley,Effect Monster,04/25/2014,05/17/2014,https://images.ygoprodeck.com/images/cards_cropped/7080743.jpg
7084129,Magician's Rod,Effect Monster,08/04/2016,04/09/2016,https://images.ygoprodeck.com/images/cards_cropped/7084129.jpg
7089711,Hane-Hane,Flip Effect Monster,03/08/2002,05/27/1999,https://images.ygoprodeck.com/images/cards_cropped/7089711.jpg
7092142,Torrential Reborn,Trap Card,05/17/2013,02/16/2013,https://images.ygoprodeck.com/images/cards_cropped/7092142.jpg
7093411,Crystal Beast Sapphire Pegasus,Effect Monster,05/16/2007,02/15/2007,https://images.ygoprodeck.com/images/cards_cropped/7093411.jpg
7127502,"Lector Pendulum, the Dracoverlord",Pendulum Effect Monster,05/05/2016,01/09/2016,https://images.ygoprodeck.com/images/cards_cropped/7127502.jpg
7133305,Water of Life,Spell Card,07/11/2019,05/18/2019,https://images.ygoprodeck.com/images/cards_cropped/7133305.jpg
7142724,Icejade Cenote Enion Cradle,Spell Card,02/10/2022,10/16/2021,https://images.ygoprodeck.com/images/cards_cropped/7142724.jpg
7150545,Buzzsaw Shark,Effect Monster,04/30/2020,01/11/2020,https://images.ygoprodeck.com/images/cards_cropped/7150545.jpg
7152333,Umbral Horror Ghoul,Effect Monster,08/08/2013,04/20/2013,https://images.ygoprodeck.com/images/cards_cropped/7152333.jpg
7153114,Field Barrier,Spell Card,05/16/2007,02/15/2007,https://images.ygoprodeck.com/images/cards_cropped/7153114.jpg
7161742,Predaplant Cordyceps,Effect Monster,05/04/2017,01/14/2017,https://images.ygoprodeck.com/images/cards_cropped/7161742.jpg
7165085,Bait Doll,Spell Card,03/01/2003,07/21/2001,https://images.ygoprodeck.com/images/cards_cropped/7165085.jpg
7171149,Toon Ancient Gear Golem,Toon Monster,07/16/2015,05/16/2015,https://images.ygoprodeck.com/images/cards_cropped/7171149.jpg
7180418,Armor Exe,Effect Monster,10/10/2003,09/19/2002,https://images.ygoprodeck.com/images/cards_cropped/7180418.jpg
7183277,"Aurkus, Lightsworn Druid",Effect Monster,05/03/2008,09/19/2009,https://images.ygoprodeck.com/images/cards_cropped/7183277.jpg
7194917,Number 52: Diamond Crab King,XYZ Monster,02/03/2015,02/04/2014,https://images.ygoprodeck.com/images/cards_cropped/7194917.jpg
